Provider,FilePath,Tags,RelatedUrl,ServiceName,Description,Categories,Notes,CheckTitle,CheckAliases,DependsOn,SubServiceName,CheckType,CheckID,Remediation,Severity,RelatedTo,ResourceIdTemplate,ResourceType,Risk
aws,/Users/apple/Desktop/github/prowler/providers/aws/services/s3/s3_bucket_event_notifications_enabled/s3_bucket_event_notifications_enabled.metadata.json,,https://docs.aws.amazon.com/AmazonS3/latest/userguide/notification-how-to-event-types-and-destinations.html#supported-notification-event-types,s3,Ensure whether S3 buckets have event notifications enabled.,[],,Check if S3 buckets have event notifications enabled.,,[],,['Software and Configuration Checks/Industry and Regulatory Standards/NIST 800-53 Controls'],s3_bucket_event_notifications_enabled,"{'Code': {'CLI': '', 'NativeIaC': '', 'Other': 'https://docs.aws.amazon.com/securityhub/latest/userguide/s3-controls.html#s3-11', 'Terraform': ''}, 'Recommendation': {'Text': 'Enable event notifications for all S3 general-purpose buckets to monitor important events such as object creation, deletion, tagging, and lifecycle events, ensuring visibility and quick action on relevant changes.', 'Url': 'https://docs.aws.amazon.com/AmazonS3/latest/userguide/EventNotifications.html'}}",medium,[],arn:partition:s3:::bucket_name,AwsS3Bucket,"Without event notifications, important actions on S3 buckets may go unnoticed, leading to missed opportunities for timely response to critical changes, such as object creation, deletion, or updates that could impact data security and availability."
aws,/Users/apple/Desktop/github/prowler/providers/aws/services/s3/s3_bucket_policy_public_write_access/s3_bucket_policy_public_write_access.metadata.json,,,s3,Check if S3 buckets have policies which allow WRITE access.,['internet-exposed'],,Check if S3 buckets have policies which allow WRITE access.,,[],,['IAM'],s3_bucket_policy_public_write_access,"{'Code': {'CLI': '', 'NativeIaC': '', 'Other': 'https://docs.prowler.com/checks/aws/s3-policies/s3_18-write-permissions-public#aws-console', 'Terraform': ''}, 'Recommendation': {'Text': 'Ensure proper bucket policy is in place with the least privilege principle applied.', 'Url': 'https://docs.aws.amazon.com/IAM/latest/UserGuide/reference_policies_examples_s3_rw-bucket.html'}}",critical,[],arn:partition:s3:::bucket_name,AwsS3Bucket,Non intended users can put objects in a given bucket.
aws,/Users/apple/Desktop/github/prowler/providers/aws/services/s3/s3_bucket_public_access/s3_bucket_public_access.metadata.json,,,s3,Ensure there are no S3 buckets open to Everyone or Any AWS user.,['internet-exposed'],,Ensure there are no S3 buckets open to Everyone or Any AWS user.,,[],,['Data Protection'],s3_bucket_public_access,"{'Code': {'CLI': 'aws s3api put-public-access-block --public-access-block-configuration BlockPublicAcls=true,IgnorePublicAcls=true,BlockPublicPolicy=true,RestrictPublicBuckets=true --bucket <bucket_name>', 'NativeIaC': '', 'Other': 'https://github.com/cloudmatos/matos/tree/master/remediations/aws/s3/s3/block-public-access', 'Terraform': 'https://docs.prowler.com/checks/aws/networking-policies/s3-bucket-should-have-public-access-blocks-defaults-to-false-if-the-public-access-block-is-not-attached#terraform'}, 'Recommendation': {'Text': 'You can enable block public access settings only for access points, buckets and AWS accounts. Amazon S3 does not support block public access settings on a per-object basis. When you apply block public access settings to an account, the settings apply to all AWS Regions globally. The settings might not take effect in all Regions immediately or simultaneously, but they eventually propagate to all Regions.', 'Url': 'https://docs.aws.amazon.com/AmazonS3/latest/userguide/access-control-block-public-access.html'}}",critical,[],arn:partition:s3:::bucket_name,AwsS3Bucket,Even if you enable all possible bucket ACL options available in the Amazon S3 console the ACL alone does not allow everyone to download objects from your bucket. Depending on which option you select any user could perform some actions.
aws,/Users/apple/Desktop/github/prowler/providers/aws/services/s3/s3_bucket_public_list_acl/s3_bucket_public_list_acl.metadata.json,,,s3,Ensure there are no S3 buckets listable by Everyone or Any AWS customer.,['internet-exposed'],,Ensure there are no S3 buckets listable by Everyone or Any AWS customer.,,[],,['Data Protection'],s3_bucket_public_list_acl,"{'Code': {'CLI': 'aws s3api put-bucket-acl --bucket <bucket_name> --acl private', 'NativeIaC': 'https://www.trendmicro.com/cloudoneconformity-staging/knowledge-base/aws/S3/s3-bucket-public-read-access.html', 'Other': '', 'Terraform': 'https://www.trendmicro.com/cloudoneconformity-staging/knowledge-base/aws/S3/s3-bucket-public-read-access.html'}, 'Recommendation': {'Text': 'You can enable block public access settings only for access points, buckets and AWS accounts. Amazon S3 does not support block public access settings on a per-object basis. When you apply block public access settings to an account, the settings apply to all AWS Regions globally. The settings might not take effect in all Regions immediately or simultaneously, but they eventually propagate to all Regions.', 'Url': 'https://docs.aws.amazon.com/AmazonS3/latest/userguide/access-control-block-public-access.html'}}",critical,[],arn:partition:s3:::bucket_name,AwsS3Bucket,Even if you enable all possible bucket ACL options available in the Amazon S3 console the ACL alone does not allow everyone to download objects from your bucket. Depending on which option you select any user could perform some actions.
aws,/Users/apple/Desktop/github/prowler/providers/aws/services/s3/s3_bucket_cross_region_replication/s3_bucket_cross_region_replication.metadata.json,,https://docs.aws.amazon.com/AmazonS3/latest/userguide/replication.html,s3,"Verifying whether S3 buckets have cross-region replication enabled, ensuring data redundancy and availability across multiple AWS regions",['redundancy'],,Check if S3 buckets use cross region replication.,,[],,['Secure access management'],s3_bucket_cross_region_replication,"{'Code': {'CLI': '', 'NativeIaC': '', 'Other': 'https://docs.aws.amazon.com/securityhub/latest/userguide/s3-controls.html#s3-7', 'Terraform': 'https://docs.prowler.com/checks/aws/general-policies/ensure-that-s3-bucket-has-cross-region-replication-enabled#terraform'}, 'Recommendation': {'Text': 'Ensure that S3 buckets have cross region replication.', 'Url': 'https://docs.aws.amazon.com/AmazonS3/latest/userguide/replication-walkthrough1.html'}}",low,[],arn:partition:s3:::bucket_name,AwsS3Bucket,"Without cross-region replication in S3 buckets, data is at risk of being lost or inaccessible if an entire region goes down, leading to potential service disruptions and data unavailability."
aws,/Users/apple/Desktop/github/prowler/providers/aws/services/s3/s3_bucket_default_encryption/s3_bucket_default_encryption.metadata.json,,,s3,Check if S3 buckets have default encryption (SSE) enabled or use a bucket policy to enforce it.,['encryption'],,Check if S3 buckets have default encryption (SSE) enabled or use a bucket policy to enforce it.,,[],,['Data Protection'],s3_bucket_default_encryption,"{'Code': {'CLI': ""aws s3api put-bucket-encryption --bucket <bucket_name> --server-side-encryption-configuration '{'Rules': [{'ApplyServerSideEncryptionByDefault': {'SSEAlgorithm': 'AES256'}}]}'"", 'NativeIaC': 'https://docs.prowler.com/checks/aws/s3-policies/s3_14-data-encrypted-at-rest#cloudformation', 'Other': '', 'Terraform': 'https://docs.prowler.com/checks/aws/s3-policies/s3_14-data-encrypted-at-rest#terraform'}, 'Recommendation': {'Text': 'Ensure that S3 buckets have encryption at rest enabled.', 'Url': 'https://aws.amazon.com/blogs/security/how-to-prevent-uploads-of-unencrypted-objects-to-amazon-s3/'}}",medium,[],arn:partition:s3:::bucket_name,AwsS3Bucket,Amazon S3 default encryption provides a way to set the default encryption behavior for an S3 bucket. This will ensure data-at-rest is encrypted.
aws,/Users/apple/Desktop/github/prowler/providers/aws/services/s3/s3_account_level_public_access_blocks/s3_account_level_public_access_blocks.metadata.json,,,s3,Check S3 Account Level Public Access Block.,[],,Check S3 Account Level Public Access Block.,,[],,['Data Protection'],s3_account_level_public_access_blocks,"{'Code': {'CLI': 'aws s3control put-public-access-block --public-access-block-configuration BlockPublicAcls=true,IgnorePublicAcls=true,BlockPublicPolicy=true,RestrictPublicBuckets=true --account-id <account_id>', 'NativeIaC': 'https://docs.prowler.com/checks/aws/s3-policies/bc_aws_s3_21#cloudformation', 'Other': 'https://github.com/cloudmatos/matos/tree/master/remediations/aws/s3/s3control/block-public-access', 'Terraform': 'https://docs.prowler.com/checks/aws/s3-policies/bc_aws_s3_21#terraform'}, 'Recommendation': {'Text': 'You can enable Public Access Block at the account level to prevent the exposure of your data stored in S3.', 'Url': 'https://docs.aws.amazon.com/AmazonS3/latest/userguide/access-control-block-public-access.html'}}",high,[],arn:partition:s3:::bucket_name,AwsS3AccountPublicAccessBlock,Public access policies may be applied to sensitive data buckets.
aws,/Users/apple/Desktop/github/prowler/providers/aws/services/s3/s3_bucket_secure_transport_policy/s3_bucket_secure_transport_policy.metadata.json,,,s3,Check if S3 buckets have secure transport policy.,['encryption'],,Check if S3 buckets have secure transport policy.,,[],,['Data Protection'],s3_bucket_secure_transport_policy,"{'Code': {'CLI': '', 'NativeIaC': '', 'Other': 'https://docs.prowler.com/checks/aws/s3-policies/s3_15-secure-data-transport#aws-console', 'Terraform': ''}, 'Recommendation': {'Text': 'Ensure that S3 buckets have encryption in transit enabled.', 'Url': 'https://aws.amazon.com/premiumsupport/knowledge-center/s3-bucket-policy-for-config-rule/'}}",medium,[],arn:partition:s3:::bucket_name,AwsS3Bucket,"If HTTPS is not enforced on the bucket policy, communication between clients and S3 buckets can use unencrypted HTTP. As a result, sensitive information could be transmitted in clear text over the network or internet."
aws,/Users/apple/Desktop/github/prowler/providers/aws/services/s3/s3_bucket_level_public_access_block/s3_bucket_level_public_access_block.metadata.json,"{'Tag1Key': 'value', 'Tag2Key': 'value'}",https://docs.aws.amazon.com/AmazonS3/latest/userguide/access-control-block-public-access.html,s3,Check S3 Bucket Level Public Access Block.,[],,Check S3 Bucket Level Public Access Block.,,[],,['Data Protection'],s3_bucket_level_public_access_block,"{'Code': {'CLI': 'aws s3api put-public-access-block --region <REGION_NAME> --public-access-block-configuration BlockPublicAcls=true,IgnorePublicAcls=true,BlockPublicPolicy=true,RestrictPublicBuckets=true --bucket <BUCKET_NAME>', 'NativeIaC': '', 'Other': 'https://github.com/cloudmatos/matos/tree/master/remediations/aws/s3/s3/block-public-access', 'Terraform': 'https://docs.prowler.com/checks/aws/s3-policies/bc_aws_s3_20#terraform'}, 'Recommendation': {'Text': 'You can enable Public Access Block at the bucket level to prevent the exposure of your data stored in S3.', 'Url': 'https://docs.aws.amazon.com/AmazonS3/latest/userguide/access-control-block-public-access.html'}}",medium,[],arn:partition:s3:::bucket_name,AwsS3Bucket,Public access policies may be applied to sensitive data buckets.
aws,/Users/apple/Desktop/github/prowler/providers/aws/services/s3/s3_bucket_object_lock/s3_bucket_object_lock.metadata.json,,,s3,Check if S3 buckets have object lock enabled,[],,Check if S3 buckets have object lock enabled,,[],,['Data Protection'],s3_bucket_object_lock,"{'Code': {'CLI': 'aws s3 put-object-lock-configuration --bucket <BUCKET_NAME> --object-lock-configuration \'{""ObjectLockEnabled"":""Enabled"",""Rule"":{""DefaultRetention"":{""Mode"":""GOVERNANCE"",""Days"":1}}}\'', 'NativeIaC': '', 'Other': 'https://www.trendmicro.com/cloudoneconformity/knowledge-base/aws/S3/object-lock.html', 'Terraform': 'https://docs.prowler.com/checks/aws/general-policies/ensure-that-s3-bucket-has-lock-configuration-enabled-by-default#terraform'}, 'Recommendation': {'Text': 'Ensure that your Amazon S3 buckets have Object Lock feature enabled in order to prevent the objects they store from being deleted.', 'Url': 'https://docs.aws.amazon.com/AmazonS3/latest/userguide/object-lock-overview.html'}}",low,[],arn:partition:s3:::bucket_name,AwsS3Bucket,Store objects using a write-once-read-many (WORM) model to help you prevent objects from being deleted or overwritten for a fixed amount of time or indefinitely. That helps to prevent ransomware attacks.
aws,/Users/apple/Desktop/github/prowler/providers/aws/services/emr/emr_cluster_account_public_block_enabled/emr_cluster_account_public_block_enabled.metadata.json,,https://docs.aws.amazon.com/emr/latest/ManagementGuide/emr-block-public-access.html,emr,EMR Account Public Access Block enabled.,['internet-exposed'],,EMR Account Public Access Block enabled.,,[],,[],emr_cluster_account_public_block_enabled,"{'Code': {'CLI': '', 'NativeIaC': '', 'Other': 'https://github.com/cloudmatos/matos/tree/master/remediations/aws/emr/block-emr-public-access', 'Terraform': ''}, 'Recommendation': {'Text': 'Enable EMR Account Public Access Block.', 'Url': 'https://docs.aws.amazon.com/emr/latest/ManagementGuide/emr-block-public-access.html'}}",high,[],arn:aws:emr:region:account-id,AwsAccount,EMR Clusters must have Account Public Access Block enabled.
aws,/Users/apple/Desktop/github/prowler/providers/aws/services/emr/emr_cluster_master_nodes_no_public_ip/emr_cluster_master_nodes_no_public_ip.metadata.json,,https://docs.aws.amazon.com/emr/latest/ManagementGuide/emr-block-public-access.html,emr,EMR Cluster without Public IP.,[],,EMR Cluster without Public IP.,,[],,[],emr_cluster_master_nodes_no_public_ip,"{'Code': {'CLI': '', 'NativeIaC': '', 'Other': '', 'Terraform': ''}, 'Recommendation': {'Text': 'Only make acceptable EMR clusters public.', 'Url': 'https://docs.aws.amazon.com/emr/latest/ManagementGuide/emr-block-public-access.html'}}",medium,[],arn:aws:emr:region:account-id,Other,EMR Cluster should not have Public IP.
aws,/Users/apple/Desktop/github/prowler/providers/aws/services/emr/emr_cluster_publicly_accesible/emr_cluster_publicly_accesible.metadata.json,,https://docs.aws.amazon.com/emr/latest/ManagementGuide/emr-block-public-access.html,emr,Publicly accessible EMR Cluster.,['internet-exposed'],,Publicly accessible EMR Cluster.,,[],,[],emr_cluster_publicly_accesible,"{'Code': {'CLI': '', 'NativeIaC': '', 'Other': '', 'Terraform': 'https://docs.prowler.com/checks/aws/networking-policies/ensure-that-amazon-emr-clusters-security-groups-are-not-open-to-the-world#terraform'}, 'Recommendation': {'Text': 'Only make acceptable EMR clusters public.', 'Url': 'https://docs.aws.amazon.com/emr/latest/ManagementGuide/emr-block-public-access.html'}}",medium,[],arn:aws:emr:region:account-id,Other,EMR Clusters should not be publicly accessible.
aws,/Users/apple/Desktop/github/prowler/providers/aws/services/documentdb/documentdb_cluster_storage_encrypted/documentdb_cluster_storage_encrypted.metadata.json,,https://docs.aws.amazon.com/securityhub/latest/userguide/documentdb-controls.html#documentdb-1,documentdb,Check if DocumentDB cluster storage is encrypted.,[],,Check if DocumentDB cluster storage is encrypted.,,[],,['Data Protection'],documentdb_cluster_storage_encrypted,"{'Code': {'CLI': 'aws docdb create-db-cluster --db-cluster-identifier <DB_CLUSTER_ID> --port <PORT> --engine docdb --master-username <MASTER_USERNAME> --master-user-password <MASTER_PASSWORD> --storage-encrypted', 'NativeIaC': '', 'Other': 'https://docs.prowler.com/checks/aws/general-policies/bc_aws_general_28/', 'Terraform': 'https://docs.prowler.com/checks/aws/general-policies/bc_aws_general_28#fix-buildtime'}, 'Recommendation': {'Text': 'Enable Encryption. Use a CMK where possible. It will provide additional management and privacy benefits.', 'Url': 'https://docs.aws.amazon.com/securityhub/latest/userguide/documentdb-controls.html#documentdb-1'}}",medium,[],arn:partition:service:region:account-id:resource-id,AwsRdsDbCluster,Ensure that encryption of data at rest is enabled for your Amazon DocumentDB (with MongoDB compatibility) database clusters for additional data security and regulatory compliance.
aws,/Users/apple/Desktop/github/prowler/providers/aws/services/documentdb/documentdb_cluster_backup_enabled/documentdb_cluster_backup_enabled.metadata.json,,https://docs.aws.amazon.com/securityhub/latest/userguide/documentdb-controls.html#documentdb-2,DocumentDB,Check if DocumentDB Clusters have backup enabled.,[],,Check if DocumentDB Clusters have backup enabled.,,[],,[],documentdb_cluster_backup_enabled,"{'Code': {'CLI': 'aws docdb modify-db-cluster --region <REGION> --db-cluster-identifier <DB_CLUSTER_ID> --backup-retention-period 7 --apply-immediately', 'NativeIaC': 'https://www.trendmicro.com/cloudoneconformity-staging/knowledge-base/aws/DocumentDB/sufficient-backup-retention-period.html#', 'Other': 'https://www.trendmicro.com/cloudoneconformity-staging/knowledge-base/aws/DocumentDB/sufficient-backup-retention-period.html#', 'Terraform': 'https://www.trendmicro.com/cloudoneconformity-staging/knowledge-base/aws/DocumentDB/sufficient-backup-retention-period.html#'}, 'Recommendation': {'Text': 'Enable automated backup for production data. Define a retention period and periodically test backup restoration. A Disaster Recovery process should be in place to govern Data Protection approach.', 'Url': 'https://docs.aws.amazon.com/securityhub/latest/userguide/documentdb-controls.html#documentdb-2'}}",medium,[],arn:aws:rds:region:account-id:db-cluster,AwsRdsDbCluster,Ensure that your Amazon DocumentDB database clusters have set a minimum backup retention period in order to achieve compliance requirements in your organization.
aws,/Users/apple/Desktop/github/prowler/providers/aws/services/documentdb/documentdb_cluster_multi_az_enabled/documentdb_cluster_multi_az_enabled.metadata.json,,https://docs.aws.amazon.com/documentdb/latest/developerguide/failover.html,documentdb,Ensure DocumentDB Cluster have Multi-AZ enabled.,['redundancy'],,Ensure DocumentDB Cluster have Multi-AZ enabled.,,[],,[],documentdb_cluster_multi_az_enabled,"{'Code': {'CLI': '', 'NativeIaC': '', 'Other': '', 'Terraform': ''}, 'Recommendation': {'Text': 'Enable Multi-AZ for all DocumentDB Clusters.', 'Url': 'https://docs.aws.amazon.com/documentdb/latest/developerguide/failover.html'}}",medium,[],arn:aws:rds:region:account-id:db-cluster,AwsRdsDbCluster,"Ensure that your Amazon DocumentDB Clusters are using Multi-AZ deployment configurations to provide High Availability (HA) through automatic failover to standby replicas in the event of a failure such as an Availability Zone (AZ) outage, an internal hardware or network outage, a software failure or in case of a planned maintenance session."
aws,/Users/apple/Desktop/github/prowler/providers/aws/services/documentdb/documentdb_cluster_public_snapshot/documentdb_cluster_public_snapshot.metadata.json,,https://docs.aws.amazon.com/config/latest/developerguide/docdb-cluster-snapshot-public-prohibited.html,documentdb,Check if DocumentDB manual cluster snapshot is public.,['internet-exposed'],,Check if DocumentDB manual cluster snapshot is public.,,[],,[],documentdb_cluster_public_snapshot,"{'Code': {'CLI': 'aws docdb modify-db-snapshot-attribute --db-snapshot-identifier <snapshot_id> --attribute-name restore --values-to-remove all', 'NativeIaC': '', 'Other': 'https://docs.aws.amazon.com/securityhub/latest/userguide/documentdb-controls.html#documentdb-3', 'Terraform': ''}, 'Recommendation': {'Text': 'To remove public access from a manual snapshot, follow the Sharing a snapshot tutorial.', 'Url': 'https://docs.aws.amazon.com/documentdb/latest/developerguide/backup_restore-share_cluster_snapshots.html#backup_restore-share_snapshots'}}",critical,[],arn:partition:service:region:account-id:resource-id,AwsRdsDbClusterSnapshot,"If you share an unencrypted manual snapshot as public, the snapshot is available to all AWS accounts. Public snapshots may result in unintended data exposure."
aws,/Users/apple/Desktop/github/prowler/providers/aws/services/documentdb/documentdb_cluster_cloudwatch_log_export/documentdb_cluster_cloudwatch_log_export.metadata.json,,https://docs.aws.amazon.com/securityhub/latest/userguide/documentdb-controls.html#documentdb-4,documentdb,Check if DocumentDB clusters are using the log export feature.,[],,Check if DocumentDB clusters are using the log export feature.,,[],,[],documentdb_cluster_cloudwatch_log_export,"{'Code': {'CLI': ""aws docdb modify-db-cluster --region <REGION> --db-cluster-identifier <DB_CLUSTER_ID> --db-cluster-parameter-group-name <DB_CLUSTER_PARAMETER_GROUP_NAME> --cloudwatch-logs-export-configuration '{EnableLogTypes:[profiler]}' --apply-immediately"", 'NativeIaC': 'https://www.trendmicro.com/cloudoneconformity-staging/knowledge-base/aws/DocumentDB/enable-profiler.html', 'Other': 'https://www.trendmicro.com/cloudoneconformity-staging/knowledge-base/aws/DocumentDB/enable-profiler.html', 'Terraform': 'https://www.trendmicro.com/cloudoneconformity-staging/knowledge-base/aws/DocumentDB/enable-profiler.html'}, 'Recommendation': {'Text': 'Enabled DocumentDB Log export functionality to analyze, monitor, and archive auditing events for security and compliance requirements.', 'Url': 'https://docs.aws.amazon.com/securityhub/latest/userguide/documentdb-controls.html#documentdb-4'}}",medium,[],arn:partition:service:region:account-id:resource-id,AwsRdsDbCluster,"Ensure that all your Amazon DocumentDB clusters are using the Log Exports feature in order to publish audit logs directly to CloudWatch Logs. The events recorded by Log Exports include events such as successful and failed authentication attempts, creating indexes, or dropping collections in DocumentDB databases."
aws,/Users/apple/Desktop/github/prowler/providers/aws/services/documentdb/documentdb_cluster_deletion_protection/documentdb_cluster_deletion_protection.metadata.json,,https://docs.aws.amazon.com/securityhub/latest/userguide/documentdb-controls.html#documentdb-5,documentdb,Check if DocumentDB Clusters has deletion protection enabled.,[],,Check if DocumentDB Clusters has deletion protection enabled.,,[],,[],documentdb_cluster_deletion_protection,"{'Code': {'CLI': 'aws aws docdb modify-db-cluster --region <REGION> --db-cluster-identifier <DB_CLUSTER_ID> --deletion-protection --apply-immediately', 'NativeIaC': 'https://www.trendmicro.com/cloudoneconformity-staging/knowledge-base/aws/DocumentDB/deletion-protection.html#', 'Other': 'https://www.trendmicro.com/cloudoneconformity-staging/knowledge-base/aws/DocumentDB/deletion-protection.html#', 'Terraform': 'https://www.trendmicro.com/cloudoneconformity-staging/knowledge-base/aws/DocumentDB/deletion-protection.html#'}, 'Recommendation': {'Text': 'Enable deletion protection for production DocumentDB Clusters.', 'Url': 'https://docs.aws.amazon.com/securityhub/latest/userguide/documentdb-controls.html#documentdb-5'}}",medium,[],arn:aws:rds:region:account-id:db-cluster,AwsRdsDbCluster,Enabling cluster deletion protection offers an additional layer of protection against accidental database deletion or deletion by an unauthorized user. A DocumentDB cluster can't be deleted while deletion protection is enabled. You must first disable deletion protection before a delete request can succeed.
aws,/Users/apple/Desktop/github/prowler/providers/aws/services/sns/sns_subscription_not_using_http_endpoints/sns_subscription_not_using_http_endpoints.metadata.json,,https://docs.aws.amazon.com/sns/latest/dg/sns-security-best-practices.html#enforce-encryption-data-in-transit,sns,Ensure there are no SNS subscriptions using HTTP endpoints,['encryption'],,Ensure there are no SNS subscriptions using HTTP endpoints,,[],,[],sns_subscription_not_using_http_endpoints,"{'Code': {'CLI': '', 'NativeIaC': '', 'Other': '', 'Terraform': ''}, 'Recommendation': {'Text': ""To enforce only encrypted connections over HTTPS, add the aws:SecureTransport condition in the IAM policy that's attached to unencrypted SNS topics. This forces message publishers to use HTTPS instead of HTTP"", 'Url': 'https://docs.aws.amazon.com/sns/latest/dg/sns-security-best-practices.html#enforce-encryption-data-in-transit'}}",high,[],arn:aws:sns:region:account-id:topic,AwsSnsTopic,"When you use HTTPS, messages are automatically encrypted during transit, even if the SNS topic itself isn't encrypted. Without HTTPS, a network-based attacker can eavesdrop on network traffic or manipulate it using an attack such as man-in-the-middle."
aws,/Users/apple/Desktop/github/prowler/providers/aws/services/sns/sns_topics_kms_encryption_at_rest_enabled/sns_topics_kms_encryption_at_rest_enabled.metadata.json,,https://docs.aws.amazon.com/sns/latest/dg/sns-server-side-encryption.html,sns,Ensure there are no SNS Topics unencrypted,['encryption'],,Ensure there are no SNS Topics unencrypted,,[],,[],sns_topics_kms_encryption_at_rest_enabled,"{'Code': {'CLI': ""aws sns set-topic-attributes --topic-arn <TOPIC_ARN> --attribute-name 'KmsMasterKeyId' --attribute-value <KEY>"", 'NativeIaC': 'https://docs.prowler.com/checks/aws/general-policies/general_15#cloudformation', 'Other': 'https://www.trendmicro.com/cloudoneconformity/knowledge-base/aws/SNS/topic-encrypted-with-kms-customer-master-keys.html', 'Terraform': 'https://docs.prowler.com/checks/aws/general-policies/general_15#terraform'}, 'Recommendation': {'Text': 'Use Amazon SNS with AWS KMS.', 'Url': 'https://docs.aws.amazon.com/sns/latest/dg/sns-server-side-encryption.html'}}",high,[],arn:aws:sns:region:account-id:topic,AwsSnsTopic,If not enabled sensitive information at rest is not protected.
aws,/Users/apple/Desktop/github/prowler/providers/aws/services/sns/sns_topics_not_publicly_accessible/sns_topics_not_publicly_accessible.metadata.json,,https://docs.aws.amazon.com/config/latest/developerguide/sns-topic-policy.html,sns,Check if SNS topics have policy set as Public,['internet-exposed'],,Check if SNS topics have policy set as Public,,[],,[],sns_topics_not_publicly_accessible,"{'Code': {'CLI': '', 'NativeIaC': '', 'Other': 'https://www.trendmicro.com/cloudoneconformity/knowledge-base/aws/SNS/topics-everyone-publish.html', 'Terraform': 'https://docs.prowler.com/checks/aws/general-policies/ensure-sns-topic-policy-is-not-public-by-only-allowing-specific-services-or-principals-to-access-it#terraform'}, 'Recommendation': {'Text': 'Ensure there is a business requirement for service to be public.', 'Url': 'https://docs.aws.amazon.com/config/latest/developerguide/sns-topic-policy.html'}}",high,[],arn:aws:sns:region:account-id:topic,AwsSnsTopic,Publicly accessible services could expose sensitive data to bad actors.
aws,/Users/apple/Desktop/github/prowler/providers/aws/services/datasync/datasync_task_logging_enabled/datasync_task_logging_enabled.metadata.json,,https://docs.aws.amazon.com/datasync/latest/userguide/monitor-datasync.html#enable-logging,datasync,This control checks if AWS DataSync tasks have logging enabled. The control fails if the task doesn't have the CloudWatchLogGroupArn property defined.,['logging'],,DataSync tasks should have logging enabled,,[],,['Software and Configuration Checks/AWS Security Best Practices'],datasync_task_logging_enabled,"{'Code': {'CLI': 'aws datasync update-task --task-arn <task-arn> --cloud-watch-log-group-arn <log-group-arn>', 'NativeIaC': '', 'Other': 'https://docs.aws.amazon.com/datasync/latest/userguide/monitor-datasync.html#enable-logging', 'Terraform': ''}, 'Recommendation': {'Text': 'Configure logging for your DataSync tasks to ensure that operational data is captured and available for debugging, monitoring, and auditing purposes.', 'Url': 'https://docs.aws.amazon.com/datasync/latest/userguide/monitor-datasync.html#enable-logging'}}",high,[],arn:aws:datasync:{region}:{account-id}:task/{task-id},AwsDataSyncTask,"Without logging enabled, important operational data may be lost, making it difficult to troubleshoot issues, monitor performance, and ensure compliance with auditing requirements."
aws,/Users/apple/Desktop/github/prowler/providers/aws/services/macie/macie_is_enabled/macie_is_enabled.metadata.json,,,macie,Check if Amazon Macie is enabled.,['forensics-ready'],,Check if Amazon Macie is enabled.,,[],,['Data Protection'],macie_is_enabled,"{'Code': {'CLI': 'aws macie2 enable-macie', 'NativeIaC': '', 'Other': '', 'Terraform': ''}, 'Recommendation': {'Text': 'Enable Amazon Macie and create appropriate jobs to discover sensitive data.', 'Url': 'https://aws.amazon.com/macie/getting-started/'}}",low,[],arn:partition:access-analyzer:region:account-id:analyzer/resource-id,Other,"Amazon Macie is a fully managed data security and data privacy service that uses machine learning and pattern matching to help you discover, monitor and protect your sensitive data in AWS."
aws,/Users/apple/Desktop/github/prowler/providers/aws/services/macie/macie_automated_sensitive_data_discovery_enabled/macie_automated_sensitive_data_discovery_enabled.metadata.json,,https://docs.aws.amazon.com/config/latest/developerguide/macie-auto-sensitive-data-discovery-check.html,macie,Check if automated sensitive data discovery is enabled for an Amazon Macie account. The control fails if it isn't enabled.,[],,Check if Macie automated sensitive data discovery is enabled.,,[],,['Software and Configuration Checks/AWS Security Best Practices'],macie_automated_sensitive_data_discovery_enabled,"{'Code': {'CLI': 'aws macie2 update-automated-discovery-configuration --status ENABLED', 'NativeIaC': '', 'Other': 'https://docs.aws.amazon.com/securityhub/latest/userguide/macie-controls.html#macie-2', 'Terraform': ''}, 'Recommendation': {'Text': 'To enable and configure automated sensitive data discovery jobs for S3 buckets, refer to the Configuring automated sensitive data discovery tutorial.', 'Url': 'https://docs.aws.amazon.com/macie/latest/user/discovery-asdd-account-enable.html'}}",high,[],arn:partition:service:region:account-id:resource-id,AwsAccount,"Without automated sensitive data discovery, there could be delays in identifying sensitive data, leading to data exposure risks in Amazon S3 buckets."
