Function Name,Implementation Status,Compliance Frameworks Count,Compliance Frameworks,Primary API Function,Primary User Function,File Exists,Notes
directoryservice_directory_monitor_notifications,,5,"aws_well_architected_framework_security_pillar_aws, kisa_isms_p_2023_aws, kisa_isms_p_2023_korean_aws",client=boto3.client('ds'),describe_directories(),YES,Serves 5 compliance requirements across 3 frameworks
directoryservice_directory_snapshots_limit,,2,"kisa_isms_p_2023_aws, kisa_isms_p_2023_korean_aws",client=boto3.client('ds'),describe_snapshots(),YES,Serves 2 compliance requirements across 2 frameworks
directoryservice_ldap_certificate_expiration,,5,"aws_well_architected_framework_security_pillar_aws, kisa_isms_p_2023_aws, kisa_isms_p_2023_korean_aws",client=boto3.client('ds'),describe_directories(),YES,Serves 5 compliance requirements across 3 frameworks
directoryservice_radius_server_security_protocol,,5,"aws_well_architected_framework_security_pillar_aws, kisa_isms_p_2023_aws, kisa_isms_p_2023_korean_aws",client=boto3.client('ds'),describe_radius_server(),YES,Serves 5 compliance requirements across 3 frameworks
directoryservice_supported_mfa_radius_enabled,,4,"aws_well_architected_framework_security_pillar_aws, kisa_isms_p_2023_aws, iso27001_2022_aws, kisa_isms_p_2023_korean_aws",client=boto3.client('ds'),describe_radius_server(),YES,Serves 4 compliance requirements across 4 frameworks
dlm_ebs_snapshot_lifecycle_policy_exists,,6,"kisa_isms_p_2023_aws, kisa_isms_p_2023_korean_aws",client=boto3.client('dlm'),describe_lifecycle_policies(),YES,Serves 6 compliance requirements across 2 frameworks
dms_endpoint_redis_in_transit_encryption_enabled,,7,"soc2_aws, iso27001_2022_aws, pci_4.0_aws",client=boto3.client('dlm'),describe_endpoint(),YES,Serves 7 compliance requirements across 3 frameworks
dms_endpoint_ssl_enabled,,5,"aws_foundational_security_best_practices_aws, pci_4.0_aws",client=boto3.client('dms'),describe_endpoint(),YES,Serves 5 compliance requirements across 2 frameworks
dms_instance_minor_version_upgrade_enabled,,3,"aws_foundational_security_best_practices_aws, kisa_isms_p_2023_aws, kisa_isms_p_2023_korean_aws",client=boto3.client('dms'),describe_replication_instances(),YES,Serves 3 compliance requirements across 3 frameworks
dms_instance_multi_az_enabled,,7,"kisa_isms_p_2023_aws, iso27001_2022_aws, kisa_isms_p_2023_korean_aws",client=boto3.client('dms'),describe_replication_instances(),YES,Serves 7 compliance requirements across 3 frameworks
dms_instance_no_public_access,,29,"aws_foundational_security_best_practices_aws, kisa_isms_p_2023_aws, kisa_isms_p_2023_korean_aws, pci_3.2.1_aws, pci_4.0_aws",client=boto3.client('dms'),describe_replication_instances(),YES,Serves 29 compliance requirements across 5 frameworks
dms_replication_task_source_logging_enabled,,2,"soc2_aws, iso27001_2022_aws",client=boto3.client('dms'),describe_replication_tasks(),YES,Serves 2 compliance requirements across 2 frameworks
dms_replication_task_target_logging_enabled,,15,"soc2_aws, iso27001_2022_aws, pci_4.0_aws",client=boto3.client('dms'),describe_replication_tasks(),YES,Serves 15 compliance requirements across 3 frameworks
documentdb_cluster_backup_enabled,,13,"aws_foundational_security_best_practices_aws, kisa_isms_p_2023_aws, kisa_isms_p_2023_korean_aws, pci_4.0_aws",client=boto3.client('docdb'),describe_db_clusters(),YES,Serves 13 compliance requirements across 4 frameworks
documentdb_cluster_cloudwatch_log_export,,23,"aws_foundational_security_best_practices_aws, kisa_isms_p_2023_aws, iso27001_2022_aws, kisa_isms_p_2023_korean_aws, pci_4.0_aws",client=boto3.client('docdb'),describe_db_clusters(),YES,Serves 23 compliance requirements across 5 frameworks
documentdb_cluster_deletion_protection,,3,"aws_foundational_security_best_practices_aws, kisa_isms_p_2023_aws, kisa_isms_p_2023_korean_aws",client=boto3.client('docdb'),describe_db_clusters(),YES,Serves 3 compliance requirements across 3 frameworks
documentdb_cluster_multi_az_enabled,,1,iso27001_2022_aws,client=boto3.client('docdb'),describe_db_clusters(),YES,Serves 1 compliance requirements across 1 frameworks
documentdb_cluster_public_snapshot,,17,"aws_foundational_security_best_practices_aws, kisa_isms_p_2023_aws, kisa_isms_p_2023_korean_aws, pci_4.0_aws",client=boto3.client('docdb'),describe_db_cluster_snapshots(),YES,Serves 17 compliance requirements across 4 frameworks
documentdb_cluster_storage_encrypted,,6,"aws_foundational_security_best_practices_aws, kisa_isms_p_2023_aws, iso27001_2022_aws, kisa_isms_p_2023_korean_aws, pci_4.0_aws",client=boto3.client('docdb'),describe_db_clusters(),YES,Serves 6 compliance requirements across 5 frameworks
drs_job_exist,,10,"ens_rd2022_aws, mitre_attack_aws, kisa_isms_p_2023_aws, kisa_isms_p_2023_korean_aws",client=boto3.client('drs'),describe_jobs(),YES,Serves 10 compliance requirements across 4 frameworks
dynamodb_accelerator_cluster_encryption_enabled,,25,"aws_foundational_security_best_practices_aws, kisa_isms_p_2023_aws, aws_well_architected_framework_security_pillar_aws, gxp_eu_annex_11_aws, iso27001_2022_aws, cisa_aws, kisa_isms_p_2023_korean_aws, pci_3.2.1_aws, hipaa_aws, mitre_attack_aws, aws_foundational_technical_review_aws, gdpr_aws, pci_4.0_aws",client = boto3.client('dax'),describe_clusters(),YES,Serves 25 compliance requirements across 13 frameworks
dynamodb_accelerator_cluster_in_transit_encryption_enabled,,7,"soc2_aws, iso27001_2022_aws, pci_4.0_aws",client = boto3.client('dax'),describe_clusters(),YES,Serves 7 compliance requirements across 3 frameworks
dynamodb_accelerator_cluster_multi_az,,1,iso27001_2022_aws,client = boto3.client('dax'),describe_clusters(),YES,Serves 1 compliance requirements across 1 frameworks
dynamodb_table_cross_account_access,,2,"kisa_isms_p_2023_aws, kisa_isms_p_2023_korean_aws",client=boto3.client('dynamodb'),get_resource_policy(),YES,Serves 2 compliance requirements across 2 frameworks
dynamodb_table_deletion_protection_enabled,,2,aws_foundational_security_best_practices_aws,client=boto3.client('dynamodb'),describe_table(),YES,Serves 2 compliance requirements across 1 frameworks
dynamodb_table_encryption_enabled,,9,pci_3.2.1_aws,client=boto3.client('dynamodb'),describe_table(),YES,Serves 9 compliance requirements across 1 frameworks
dynamodb_table_protected_by_backup_plan,,6,"aws_foundational_security_best_practices_aws, iso27001_2022_aws, pci_4.0_aws, pci_3.2.1_aws",client=boto3.client('backup'),list_protected_items(),YES,Serves 6 compliance requirements across 4 frameworks
dynamodb_tables_kms_cmk_encryption_enabled,,49,"kisa_isms_p_2023_aws, aws_well_architected_framework_security_pillar_aws, rbi_cyber_security_framework_aws, nist_800_53_revision_5_aws, nist_800_53_revision_4_aws, ens_rd2022_aws, gxp_eu_annex_11_aws, iso27001_2022_aws, cisa_aws, kisa_isms_p_2023_korean_aws, gxp_21_cfr_part_11_aws, pci_3.2.1_aws, hipaa_aws, mitre_attack_aws, aws_foundational_technical_review_aws, nist_800_171_revision_2_aws, gdpr_aws, pci_4.0_aws",client = boto3.client('dynamodb'),describe_table(),YES,Serves 49 compliance requirements across 18 frameworks
dynamodb_tables_pitr_enabled,,84,"nist_csf_1.1_aws, gxp_21_cfr_part_11_aws, pci_3.2.1_aws, nist_800_53_revision_5_aws, nist_800_53_revision_4_aws, soc2_aws, aws_well_architected_framework_reliability_pillar_aws, fedramp_moderate_revision_4_aws, nist_800_171_revision_2_aws, aws_foundational_security_best_practices_aws, fedramp_low_revision_4_aws, ffiec_aws, kisa_isms_p_2023_korean_aws, hipaa_aws, gxp_eu_annex_11_aws, mitre_attack_aws, rbi_cyber_security_framework_aws, pci_4.0_aws, kisa_isms_p_2023_aws, cisa_aws",client = boto3.client('dynamodb'),describe_table(),YES,Serves 84 compliance requirements across 20 frameworks
ec2_ami_public,,10,"aws_well_architected_framework_security_pillar_aws, kisa_isms_p_2023_aws, soc2_aws, iso27001_2022_aws, kisa_isms_p_2023_korean_aws, iso27001_2013_aws, aws_foundational_technical_review_aws, aws_account_security_onboarding_aws",client=boto3.client('ec2'),describe_images(),YES,Serves 10 compliance requirements across 8 frameworks
ec2_client_vpn_endpoint_connection_logging_enabled,,26,"aws_foundational_security_best_practices_aws, kisa_isms_p_2023_aws, soc2_aws, iso27001_2022_aws, kisa_isms_p_2023_korean_aws, pci_4.0_aws",client=boto3.client('ec2'),describe_client_vpn_endpoints(),YES,Serves 26 compliance requirements across 6 frameworks
ec2_ebs_default_encryption,,38,"aws_foundational_security_best_practices_aws, kisa_isms_p_2023_aws, aws_well_architected_framework_security_pillar_aws, nist_800_53_revision_5_aws, nist_800_53_revision_4_aws, aws_audit_manager_control_tower_guardrails_aws, gxp_eu_annex_11_aws, ffiec_aws, iso27001_2022_aws, cisa_aws, kisa_isms_p_2023_korean_aws, gxp_21_cfr_part_11_aws, pci_3.2.1_aws, hipaa_aws, mitre_attack_aws, rbi_cyber_security_framework_aws",client = boto3.client('ec2'),describe_volumes_modifications(),YES,Serves 38 compliance requirements across 16 frameworks
ec2_ebs_public_snapshot,,93,"nist_csf_1.1_aws, gxp_21_cfr_part_11_aws, pci_3.2.1_aws, nist_800_53_revision_5_aws, nist_800_53_revision_4_aws, soc2_aws, fedramp_moderate_revision_4_aws, nist_800_171_revision_2_aws, aws_foundational_security_best_practices_aws, fedramp_low_revision_4_aws, aws_well_architected_framework_security_pillar_aws, ffiec_aws, iso27001_2022_aws, kisa_isms_p_2023_korean_aws, iso27001_2013_aws, hipaa_aws, rbi_cyber_security_framework_aws, kisa_isms_p_2023_aws, cisa_aws",client = boto3.client('ec2'),describe_snapshots(),YES,Serves 93 compliance requirements across 19 frameworks
ec2_ebs_snapshot_account_block_public_access,,9,"kisa_isms_p_2023_aws, soc2_aws, kisa_isms_p_2023_korean_aws, pci_4.0_aws",client=boto3.client('ec2'),describe_snapshots(),YES,Serves 9 compliance requirements across 4 frameworks
ec2_ebs_snapshots_encrypted,,14,"kisa_isms_p_2023_aws, aws_well_architected_framework_security_pillar_aws, ens_rd2022_aws, soc2_aws, iso27001_2022_aws, kisa_isms_p_2023_korean_aws, mitre_attack_aws, pci_4.0_aws",client=boto3.client('ec2'),describe_snapshots(),YES,Serves 14 compliance requirements across 8 frameworks
ec2_ebs_volume_encryption,,58,"cis_4.0_aws, nist_csf_1.1_aws, cis_2.0_aws, gxp_21_cfr_part_11_aws, pci_3.2.1_aws, gdpr_aws, nist_800_53_revision_5_aws, nist_800_53_revision_4_aws, fedramp_moderate_revision_4_aws, nist_800_171_revision_2_aws, aws_foundational_security_best_practices_aws, aws_well_architected_framework_security_pillar_aws, ens_rd2022_aws, ffiec_aws, iso27001_2022_aws, kisa_isms_p_2023_korean_aws, hipaa_aws, gxp_eu_annex_11_aws, mitre_attack_aws, rbi_cyber_security_framework_aws, pci_4.0_aws, cis_1.5_aws, kisa_isms_p_2023_aws, aws_audit_manager_control_tower_guardrails_aws, cis_1.4_aws, cisa_aws, cis_3.0_aws",client = boto3.client('ec2'),describe_volumes(),YES,Serves 58 compliance requirements across 27 frameworks
ec2_ebs_volume_protected_by_backup_plan,,8,"aws_foundational_security_best_practices_aws, iso27001_2022_aws, pci_4.0_aws, pci_3.2.1_aws",client=boto3.client('backup'),list_backup_vaults(),YES,Serves 8 compliance requirements across 4 frameworks
ec2_ebs_volume_snapshots_exists,,14,"kisa_isms_p_2023_aws, aws_audit_manager_control_tower_guardrails_aws, soc2_aws, kisa_isms_p_2023_korean_aws, pci_4.0_aws",client=boto3.client('ec2'),describe_volumes(),YES,Serves 14 compliance requirements across 5 frameworks
ec2_elastic_ip_shodan,,9,"kisa_isms_p_2023_aws, iso27001_2022_aws, kisa_isms_p_2023_korean_aws",client=boto3.client('ec2'),describe_addresses(),YES,Serves 9 compliance requirements across 3 frameworks
ec2_elastic_ip_unassigned,,15,"aws_foundational_security_best_practices_aws, nist_csf_1.1_aws, aws_well_architected_framework_security_pillar_aws, kisa_isms_p_2023_aws, ffiec_aws, iso27001_2022_aws, cisa_aws, kisa_isms_p_2023_korean_aws, pci_3.2.1_aws, nist_800_171_revision_2_aws",client = boto3.client('ec2'),describe_addresses(),YES,Serves 15 compliance requirements across 10 frameworks
ec2_instance_account_imdsv2_enabled,,6,"cis_2.0_aws, kisa_isms_p_2023_aws, iso27001_2022_aws, kisa_isms_p_2023_korean_aws",ec2 = boto3.client('ec2'),describe_instances(),YES,Serves 6 compliance requirements across 4 frameworks
ec2_instance_detailed_monitoring_enabled,,13,"kisa_isms_p_2023_aws, kisa_isms_p_2023_korean_aws, pci_4.0_aws",client=boto3.client('ec2'),describe_instances(),YES,Serves 13 compliance requirements across 3 frameworks
ec2_instance_imdsv2_enabled,,68,"aws_foundational_security_best_practices_aws, nist_csf_1.1_aws, kisa_isms_p_2023_aws, aws_well_architected_framework_security_pillar_aws, fedramp_low_revision_4_aws, nist_800_53_revision_5_aws, nist_800_53_revision_4_aws, cis_3.0_aws, cis_4.0_aws, soc2_aws, iso27001_2022_aws, cis_2.0_aws, kisa_isms_p_2023_korean_aws, gxp_21_cfr_part_11_aws, fedramp_moderate_revision_4_aws, mitre_attack_aws, nist_800_171_revision_2_aws, pci_4.0_aws",ec2 = boto3.client('ec2'),describe_instances(),YES,Serves 68 compliance requirements across 18 frameworks
ec2_instance_internet_facing_with_instance_profile,,11,"aws_well_architected_framework_security_pillar_aws, kisa_isms_p_2023_aws, ens_rd2022_aws, iso27001_2022_aws, kisa_isms_p_2023_korean_aws",client=boto3.client('ec2'),describe_instances(),YES,Serves 11 compliance requirements across 5 frameworks
ec2_instance_managed_by_ssm,,76,"aws_foundational_security_best_practices_aws, nist_csf_1.1_aws, kisa_isms_p_2023_aws, aws_well_architected_framework_security_pillar_aws, fedramp_low_revision_4_aws, nist_800_53_revision_5_aws, nist_800_53_revision_4_aws, ens_rd2022_aws, ffiec_aws, soc2_aws, iso27001_2022_aws, cisa_aws, kisa_isms_p_2023_korean_aws, gxp_21_cfr_part_11_aws, fedramp_moderate_revision_4_aws, hipaa_aws, nist_800_171_revision_2_aws, rbi_cyber_security_framework_aws","client = boto3.client('ec2'), client = boto3.client('ssm')","describe_instances(), describe_instance_information()",YES,Serves 76 compliance requirements across 18 frameworks
ec2_instance_older_than_specific_days,,23,"aws_foundational_security_best_practices_aws, nist_csf_1.1_aws, kisa_isms_p_2023_aws, fedramp_low_revision_4_aws, nist_800_53_revision_5_aws, nist_800_53_revision_4_aws, ffiec_aws, iso27001_2022_aws, cisa_aws, kisa_isms_p_2023_korean_aws, gxp_21_cfr_part_11_aws, fedramp_moderate_revision_4_aws, hipaa_aws, nist_800_171_revision_2_aws",client = boto3.client('ec2'),describe_instances(),YES,Serves 23 compliance requirements across 14 frameworks
ec2_instance_paravirtual_type,,4,"aws_foundational_security_best_practices_aws, iso27001_2022_aws",client=boto3.client('ec2'),describe_instances(),YES,Serves 4 compliance requirements across 2 frameworks
ec2_instance_port_cassandra_exposed_to_internet,,12,"iso27001_2022_aws, kisa_isms_p_2023_aws, soc2_aws, kisa_isms_p_2023_korean_aws",client=boto3.client('ec2'),describe_instances(),YES,Serves 12 compliance requirements across 4 frameworks
ec2_instance_port_cifs_exposed_to_internet,,11,"cis_4.0_aws, kisa_isms_p_2023_aws, soc2_aws, iso27001_2022_aws, kisa_isms_p_2023_korean_aws",client = boto3.client('ec2'),describe_security_groups(),YES,Serves 11 compliance requirements across 5 frameworks
ec2_instance_port_elasticsearch_kibana_exposed_to_internet,,12,"iso27001_2022_aws, kisa_isms_p_2023_aws, soc2_aws, kisa_isms_p_2023_korean_aws",client=boto3.client('ec2'),describe_instances(),YES,Serves 12 compliance requirements across 4 frameworks
ec2_instance_port_ftp_exposed_to_internet,,12,"iso27001_2022_aws, kisa_isms_p_2023_aws, soc2_aws, kisa_isms_p_2023_korean_aws",client=boto3.client('ec2'),describe_instances(),YES,Serves 12 compliance requirements across 4 frameworks
ec2_instance_port_kafka_exposed_to_internet,,10,"iso27001_2022_aws, kisa_isms_p_2023_aws, soc2_aws, kisa_isms_p_2023_korean_aws",client=boto3.client('ec2'),"describe_instances(), describe_security_groups()",YES,Serves 10 compliance requirements across 4 frameworks
ec2_instance_port_kerberos_exposed_to_internet,,10,"iso27001_2022_aws, kisa_isms_p_2023_aws, soc2_aws, kisa_isms_p_2023_korean_aws",client=boto3.client('ec2'),"describe_instances(), describe_security_groups()",YES,Serves 10 compliance requirements across 4 frameworks
ec2_instance_port_ldap_exposed_to_internet,,8,"iso27001_2022_aws, kisa_isms_p_2023_aws, soc2_aws, kisa_isms_p_2023_korean_aws",client=boto3.client('ec2'),"describe_instances(), describe_security_groups()",YES,Serves 8 compliance requirements across 4 frameworks
ec2_instance_port_memcached_exposed_to_internet,,10,"iso27001_2022_aws, kisa_isms_p_2023_aws, soc2_aws, kisa_isms_p_2023_korean_aws",client=boto3.client('ec2'),"describe_instances(), describe_security_groups()",YES,Serves 10 compliance requirements across 4 frameworks
ec2_instance_port_mongodb_exposed_to_internet,,12,"iso27001_2022_aws, kisa_isms_p_2023_aws, soc2_aws, kisa_isms_p_2023_korean_aws",client=boto3.client('ec2'),"describe_instances(), describe_security_groups()",YES,Serves 12 compliance requirements across 4 frameworks
ec2_instance_port_mysql_exposed_to_internet,,12,"iso27001_2022_aws, kisa_isms_p_2023_aws, soc2_aws, kisa_isms_p_2023_korean_aws",client=boto3.client('ec2'),"describe_instances(), describe_security_groups()",YES,Serves 12 compliance requirements across 4 frameworks
ec2_instance_port_oracle_exposed_to_internet,,12,"iso27001_2022_aws, kisa_isms_p_2023_aws, soc2_aws, kisa_isms_p_2023_korean_aws",client=boto3.client('ec2'),"describe_instances(), describe_security_groups()",YES,Serves 12 compliance requirements across 4 frameworks
ec2_instance_port_postgresql_exposed_to_internet,,10,"iso27001_2022_aws, kisa_isms_p_2023_aws, soc2_aws, kisa_isms_p_2023_korean_aws",client=boto3.client('ec2'),"describe_instances(), describe_security_groups()",YES,Serves 10 compliance requirements across 4 frameworks
ec2_instance_port_rdp_exposed_to_internet,,14,"iso27001_2022_aws, kisa_isms_p_2023_aws, soc2_aws, kisa_isms_p_2023_korean_aws",client=boto3.client('ec2'),"describe_instances(), describe_security_groups()",YES,Serves 14 compliance requirements across 4 frameworks
ec2_instance_port_redis_exposed_to_internet,,12,"iso27001_2022_aws, kisa_isms_p_2023_aws, soc2_aws, kisa_isms_p_2023_korean_aws",client=boto3.client('ec2'),"describe_instances(), describe_security_groups()",YES,Serves 12 compliance requirements across 4 frameworks
ec2_instance_port_sqlserver_exposed_to_internet,,12,"iso27001_2022_aws, kisa_isms_p_2023_aws, soc2_aws, kisa_isms_p_2023_korean_aws",client=boto3.client('ec2'),"describe_instances(), describe_security_groups()",YES,Serves 12 compliance requirements across 4 frameworks
ec2_instance_port_ssh_exposed_to_internet,,14,"iso27001_2022_aws, kisa_isms_p_2023_aws, soc2_aws, kisa_isms_p_2023_korean_aws",client=boto3.client('ec2'),"describe_instances(), describe_security_groups()",YES,Serves 14 compliance requirements across 4 frameworks
ec2_instance_port_telnet_exposed_to_internet,,12,"iso27001_2022_aws, kisa_isms_p_2023_aws, soc2_aws, kisa_isms_p_2023_korean_aws",client=boto3.client('ec2'),"describe_instances(), describe_security_groups()",YES,Serves 12 compliance requirements across 4 frameworks
ec2_instance_profile_attached,,32,"cis_4.0_aws, kisa_isms_p_2023_aws, aws_well_architected_framework_security_pillar_aws, nist_800_53_revision_5_aws, cis_3.0_aws, ffiec_aws, cis_1.4_aws, pci_4.0_aws, iso27001_2022_aws, cis_2.0_aws, kisa_isms_p_2023_korean_aws, gxp_21_cfr_part_11_aws, nist_800_171_revision_2_aws, cis_1.5_aws",client = boto3.client('ec2'),describe_instances(),YES,Serves 32 compliance requirements across 14 frameworks
ec2_instance_public_ip,,84,"nist_csf_1.1_aws, gxp_21_cfr_part_11_aws, pci_3.2.1_aws, aws_foundational_technical_review_aws, nist_800_53_revision_5_aws, nist_800_53_revision_4_aws, soc2_aws, fedramp_moderate_revision_4_aws, nist_800_171_revision_2_aws, aws_foundational_security_best_practices_aws, fedramp_low_revision_4_aws, aws_well_architected_framework_security_pillar_aws, ffiec_aws, iso27001_2022_aws, kisa_isms_p_2023_korean_aws, hipaa_aws, mitre_attack_aws, rbi_cyber_security_framework_aws, kisa_isms_p_2023_aws, cisa_aws",client = boto3.client('ec2'),describe_instances(),YES,Serves 84 compliance requirements across 20 frameworks
ec2_instance_secrets_user_data,,11,"kisa_isms_p_2023_aws, aws_well_architected_framework_security_pillar_aws, iso27001_2022_aws, kisa_isms_p_2023_korean_aws, mitre_attack_aws",client=boto3.client('ec2'),describe_instances(),YES,Serves 11 compliance requirements across 5 frameworks
ec2_instance_uses_single_eni,,4,"aws_foundational_security_best_practices_aws, iso27001_2022_aws",client=boto3.client('ec2'),describe_instances(),YES,Serves 4 compliance requirements across 2 frameworks
ec2_launch_template_imdsv2_required,,3,iso27001_2022_aws,client=boto3.client('ec2'),"describe_launch_templates(), describe_launch_template_versions()",YES,Serves 3 compliance requirements across 1 frameworks
ec2_launch_template_no_public_ip,,6,"aws_foundational_security_best_practices_aws, soc2_aws, iso27001_2022_aws, pci_4.0_aws",client=boto3.client('ec2'),"describe_launch_templates(), describe_launch_template_versions()",YES,Serves 6 compliance requirements across 4 frameworks
ec2_launch_template_no_secrets,,11,"kisa_isms_p_2023_aws, aws_well_architected_framework_security_pillar_aws, iso27001_2022_aws, kisa_isms_p_2023_korean_aws, mitre_attack_aws",client=boto3.client('ec2'),"describe_launch_templates(), describe_launch_template_versions()",YES,Serves 11 compliance requirements across 5 frameworks
ec2_networkacl_allow_ingress_any_port,,143,"cis_4.0_aws, nist_csf_1.1_aws, cis_2.0_aws, gxp_21_cfr_part_11_aws, nist_800_53_revision_5_aws, nist_800_53_revision_4_aws, soc2_aws, fedramp_moderate_revision_4_aws, nist_800_171_revision_2_aws, fedramp_low_revision_4_aws, aws_well_architected_framework_security_pillar_aws, ffiec_aws, iso27001_2022_aws, kisa_isms_p_2023_korean_aws, hipaa_aws, mitre_attack_aws, rbi_cyber_security_framework_aws, cis_1.5_aws, kisa_isms_p_2023_aws, cis_1.4_aws, cisa_aws, cis_3.0_aws",client=boto3.client('ec2'),describe_network_acls(),YES,Serves 143 compliance requirements across 22 frameworks
ec2_networkacl_allow_ingress_tcp_port_22,,36,"aws_foundational_security_best_practices_aws, cis_4.0_aws, kisa_isms_p_2023_aws, aws_well_architected_framework_security_pillar_aws, cis_3.0_aws, cis_1.4_aws, soc2_aws, iso27001_2022_aws, cis_2.0_aws, kisa_isms_p_2023_korean_aws, pci_3.2.1_aws, mitre_attack_aws, cis_1.5_aws",client=boto3.client('ec2'),describe_network_acls(),YES,Serves 36 compliance requirements across 13 frameworks
ec2_networkacl_allow_ingress_tcp_port_3389,,43,"aws_foundational_security_best_practices_aws, cis_4.0_aws, kisa_isms_p_2023_aws, aws_well_architected_framework_security_pillar_aws, cis_3.0_aws, cis_1.4_aws, soc2_aws, pci_4.0_aws, iso27001_2022_aws, cis_2.0_aws, kisa_isms_p_2023_korean_aws, pci_3.2.1_aws, mitre_attack_aws, cis_1.5_aws",client=boto3.client('ec2'),describe_network_acls(),YES,Serves 43 compliance requirements across 14 frameworks
ec2_networkacl_unused,,10,"aws_foundational_security_best_practices_aws, iso27001_2022_aws, pci_4.0_aws",client=boto3.client('ec2'),describe_network_acls(),YES,Serves 10 compliance requirements across 3 frameworks
ec2_securitygroup_allow_ingress_from_internet_to_all_ports,,44,"cis_4.0_aws, kisa_isms_p_2023_aws, aws_well_architected_framework_security_pillar_aws, cis_3.0_aws, ens_rd2022_aws, cis_1.4_aws, soc2_aws, iso27001_2022_aws, cisa_aws, cis_2.0_aws, kisa_isms_p_2023_korean_aws, pci_3.2.1_aws, mitre_attack_aws, aws_foundational_technical_review_aws, cis_1.5_aws",client=boto3.client('ec2'),describe_security_groups(),YES,Serves 44 compliance requirements across 15 frameworks
ec2_securitygroup_allow_ingress_from_internet_to_any_port,,22,"kisa_isms_p_2023_aws, soc2_aws, iso27001_2022_aws, kisa_isms_p_2023_korean_aws, pci_4.0_aws",client=boto3.client('ec2'),describe_security_groups(),YES,Serves 22 compliance requirements across 5 frameworks
ec2_securitygroup_allow_ingress_from_internet_to_high_risk_tcp_ports,,13,"aws_foundational_security_best_practices_aws, kisa_isms_p_2023_aws, soc2_aws, iso27001_2022_aws, kisa_isms_p_2023_korean_aws",client=boto3.client('ec2'),describe_security_groups(),YES,Serves 13 compliance requirements across 5 frameworks
ec2_securitygroup_allow_ingress_from_internet_to_port_mongodb_27017_27018,,19,"kisa_isms_p_2023_aws, aws_well_architected_framework_security_pillar_aws, soc2_aws, iso27001_2022_aws, kisa_isms_p_2023_korean_aws, mitre_attack_aws, aws_foundational_technical_review_aws",client=boto3.client('ec2'),describe_security_groups(),YES,Serves 19 compliance requirements across 7 frameworks
ec2_securitygroup_allow_ingress_from_internet_to_tcp_ftp_port_20_21,,20,"kisa_isms_p_2023_aws, aws_well_architected_framework_security_pillar_aws, soc2_aws, iso27001_2022_aws, kisa_isms_p_2023_korean_aws, mitre_attack_aws, aws_foundational_technical_review_aws, rbi_cyber_security_framework_aws",client=boto3.client('ec2'),describe_security_groups(),YES,Serves 20 compliance requirements across 8 frameworks
ec2_securitygroup_allow_ingress_from_internet_to_tcp_port_22,,107,"cis_4.0_aws, nist_csf_1.1_aws, cis_2.0_aws, gxp_21_cfr_part_11_aws, pci_3.2.1_aws, aws_foundational_technical_review_aws, nist_800_53_revision_5_aws, nist_800_53_revision_4_aws, soc2_aws, fedramp_moderate_revision_4_aws, nist_800_171_revision_2_aws, aws_foundational_security_best_practices_aws, fedramp_low_revision_4_aws, aws_well_architected_framework_security_pillar_aws, ffiec_aws, iso27001_2022_aws, kisa_isms_p_2023_korean_aws, iso27001_2013_aws, mitre_attack_aws, hipaa_aws, rbi_cyber_security_framework_aws, pci_4.0_aws, cis_1.5_aws, kisa_isms_p_2023_aws, aws_audit_manager_control_tower_guardrails_aws, cis_1.4_aws, cisa_aws, cis_3.0_aws",client=boto3.client('ec2'),describe_security_groups(),YES,Serves 107 compliance requirements across 28 frameworks
ec2_securitygroup_allow_ingress_from_internet_to_tcp_port_3389,,35,"aws_foundational_security_best_practices_aws, cis_4.0_aws, kisa_isms_p_2023_aws, aws_well_architected_framework_security_pillar_aws, cis_3.0_aws, aws_audit_manager_control_tower_guardrails_aws, cis_1.4_aws, soc2_aws, iso27001_2022_aws, cis_2.0_aws, kisa_isms_p_2023_korean_aws, iso27001_2013_aws, mitre_attack_aws, aws_foundational_technical_review_aws, rbi_cyber_security_framework_aws, cis_1.5_aws",client=boto3.client('ec2'),describe_security_groups(),YES,Serves 35 compliance requirements across 16 frameworks
ec2_securitygroup_allow_ingress_from_internet_to_tcp_port_cassandra_7199_9160_8888,,19,"kisa_isms_p_2023_aws, aws_well_architected_framework_security_pillar_aws, soc2_aws, iso27001_2022_aws, kisa_isms_p_2023_korean_aws, mitre_attack_aws, aws_foundational_technical_review_aws",client=boto3.client('ec2'),describe_security_groups(),YES,Serves 19 compliance requirements across 7 frameworks
ec2_securitygroup_allow_ingress_from_internet_to_tcp_port_elasticsearch_kibana_9200_9300_5601,,19,"kisa_isms_p_2023_aws, aws_well_architected_framework_security_pillar_aws, soc2_aws, iso27001_2022_aws, kisa_isms_p_2023_korean_aws, mitre_attack_aws, aws_foundational_technical_review_aws",client=boto3.client('ec2'),describe_security_groups(),YES,Serves 19 compliance requirements across 7 frameworks
ec2_securitygroup_allow_ingress_from_internet_to_tcp_port_kafka_9092,,17,"kisa_isms_p_2023_aws, aws_well_architected_framework_security_pillar_aws, soc2_aws, iso27001_2022_aws, kisa_isms_p_2023_korean_aws, mitre_attack_aws, aws_foundational_technical_review_aws",client=boto3.client('ec2'),describe_security_groups(),YES,Serves 17 compliance requirements across 7 frameworks
