compliance_name,unique_key,id,name,description,check_count,service_count,check_functions_str,services_str,applied_services
kisa_isms_p_2023_korean_aws,kisa_isms_p_gen_001_2.6.4,2.6.4,데이터베이스 접근,"테이블 목록 등 데이터베이스 내에서 저장·관리되고 있는 정보를 식별하고, 정보의 중요도와 응용프로그램 및 사용자 유형 등에 따른 접근통제 정책을 수립·이행하여야 한다.",37,11,"['documentdb_cluster_public_snapshot', 'opensearch_service_domains_internal_user_database_enabled', 'opensearch_service_domains_use_cognito_authentication_for_kibana', 'opensearch_service_domains_https_communications_enforced', 'opensearch_service_domains_not_publicly_accessible', 'accessanalyzer_enabled_without_findings', 'accessanalyzer_enabled', 'lightsail_database_public', 'neptune_cluster_iam_authentication_enabled', 'neptune_cluster_uses_public_subnet', 'neptune_cluster_public_snapshot', 'dynamodb_table_cross_account_access', 'redshift_cluster_public_access', 'vpc_subnet_separate_private_public', 'dms_instance_no_public_access', 'rds_cluster_iam_authentication_enabled', 'rds_snapshots_public_access', 'rds_instance_no_public_access', 'rds_instance_iam_authentication_enabled', 'rds_instance_transport_encrypted', 'ec2_securitygroup_allow_ingress_from_internet_to_tcp_port_cassandra_7199_9160_8888', 'ec2_securitygroup_allow_ingress_from_internet_to_tcp_port_oracle_1521_2483', 'ec2_instance_port_mysql_exposed_to_internet', 'ec2_securitygroup_allow_ingress_from_internet_to_port_mongodb_27017_27018', 'ec2_securitygroup_allow_ingress_from_internet_to_tcp_port_postgres_5432', 'ec2_securitygroup_allow_ingress_from_internet_to_tcp_port_redis_6379', 'ec2_securitygroup_allow_wide_open_public_ipv4', 'ec2_instance_port_cassandra_exposed_to_internet', 'ec2_securitygroup_allow_ingress_from_internet_to_tcp_port_sql_server_1433_1434', 'ec2_securitygroup_allow_ingress_from_internet_to_tcp_port_mysql_3306', 'ec2_networkacl_allow_ingress_tcp_port_3389', 'ec2_instance_port_oracle_exposed_to_internet', 'ec2_securitygroup_allow_ingress_from_internet_to_tcp_port_elasticsearch_kibana_9200_9300_5601', 'ec2_instance_port_elasticsearch_kibana_exposed_to_internet', 'ec2_instance_port_redis_exposed_to_internet', 'ec2_instance_port_sqlserver_exposed_to_internet', 'ec2_instance_port_mongodb_exposed_to_internet']","['opensearch', 'documentdb', 'neptune', 'vpc', 'lightsail', 'ec2', 'dynamodb', 'dms', 'redshift', 'rds', 'accessanalyzer']",
kisa_isms_p_2023_korean_aws,kisa_isms_p_gen_001_2.6.6,2.6.6,원격접근 통제,"보호구역 이외 장소에서의 정보시스템 관리 및 개인정보 처리는 원칙적으로 금지하고, 재택근무·장애대응·원격협업 등 불가피한 사유로 원격접근을 허용하는 경우 책임자 승인, 접근 단말 지정, 접근 허용범위 및 기간 설정, 강화된 인증, 구간 암호화, 접속단말 보안(백신, 패치 등) 등 보호대책을 수립·이행하여야 한다.",26,8,"['cloudwatch_log_metric_filter_authentication_failures', 'cloudwatch_log_metric_filter_sign_in_without_mfa', 'cognito_identity_pool_guest_access_disabled', 'cognito_user_pool_mfa_enabled', 'cognito_user_pool_self_registration_disabled', 'workspaces_vpc_2private_1public_subnets_nat', 'workspaces_volume_encryption_enabled', 'iam_user_console_access_unused', 'iam_user_mfa_enabled_console_access', 'networkfirewall_in_all_vpc', 'vpc_subnet_no_public_ip_by_default', 'vpc_flow_logs_enabled', 'vpc_subnet_separate_private_public', 'appstream_fleet_maximum_session_duration', 'appstream_fleet_default_internet_access_disabled', 'appstream_fleet_session_idle_disconnect_timeout', 'appstream_fleet_session_disconnect_timeout', 'ec2_client_vpn_endpoint_connection_logging_enabled', 'ec2_securitygroup_allow_ingress_from_internet_to_any_port', 'ec2_instance_port_ssh_exposed_to_internet', 'ec2_instance_port_rdp_exposed_to_internet', 'ec2_securitygroup_allow_ingress_from_internet_to_tcp_port_22', 'ec2_securitygroup_allow_ingress_from_internet_to_tcp_port_3389', 'ec2_networkacl_allow_ingress_any_port', 'ec2_networkacl_allow_ingress_tcp_port_3389', 'ec2_networkacl_allow_ingress_tcp_port_22']","['networkfirewall', 'vpc', 'appstream', 'ec2', 'cloudwatch', 'workspaces', 'cognito', 'iam']",
kisa_isms_p_2023_korean_aws,kisa_isms_p_gen_001_2.6.7,2.6.7,인터넷 접속 통제,"인터넷을 통한 정보 유출, 악성코드 감염, 내부망 침투 등을 예방하기 위하여 주요 정보시스템, 주요 직무 수행 및 개인정보 취급 단말기 등에 대한 인터넷 접속 또는 서비스(P2P, 웹하드, 메신저 등)를 제한하는 등 인터넷 접속 통제 정책을 수립·이행하여야 한다.",19,7,"['cloudwatch_changes_to_network_route_tables_alarm_configured', 'cloudwatch_changes_to_network_gateways_alarm_configured', 'cloudwatch_changes_to_vpcs_alarm_configured', 'cloudwatch_changes_to_network_acls_alarm_configured', 'workspaces_vpc_2private_1public_subnets_nat', 'workspaces_volume_encryption_enabled', 'networkfirewall_in_all_vpc', 'vpc_subnet_no_public_ip_by_default', 'vpc_flow_logs_enabled', 'vpc_subnet_separate_private_public', 'appstream_fleet_maximum_session_duration', 'appstream_fleet_default_internet_access_disabled', 'appstream_fleet_session_idle_disconnect_timeout', 'appstream_fleet_session_disconnect_timeout', 'route53_dangling_ip_subdomain_takeover', 'ec2_elastic_ip_unassigned', 'ec2_elastic_ip_shodan', 'ec2_securitygroup_allow_wide_open_public_ipv4', 'ec2_instance_public_ip']","['networkfirewall', 'vpc', 'appstream', 'cloudwatch', 'workspaces', 'ec2', 'route53']",
kisa_isms_p_2023_korean_aws,kisa_isms_p_gen_001_2.7.1,2.7.1,암호정책 적용,"개인정보 및 주요정보 보호를 위하여 법적 요구사항을 반영한 암호화 대상, 암호 강도, 암호 사용 정책을 수립하고 개인정보 및 주요정보의 저장·전송·전달 시 암호화를 적용하여야 한다.",66,33,"['codebuild_project_no_secrets_in_variables', 'ssm_document_secrets', 'cloudwatch_log_group_kms_encryption_enabled', 'cloudwatch_log_group_no_secrets_in_logs', 'glue_etl_jobs_amazon_s3_encryption_enabled', 'glue_development_endpoints_s3_encryption_enabled', 'glue_data_catalogs_metadata_encryption_enabled', 'glue_data_catalogs_connection_passwords_encryption_enabled', 'glue_development_endpoints_cloudwatch_logs_encryption_enabled', 'glue_database_connections_ssl_enabled', 'glue_etl_jobs_job_bookmark_encryption_enabled', 'glue_development_endpoints_job_bookmark_encryption_enabled', 'glue_etl_jobs_cloudwatch_logs_encryption_enabled', 's3_bucket_kms_encryption', 's3_bucket_default_encryption', 's3_bucket_secure_transport_policy', 'documentdb_cluster_storage_encrypted', 'sns_subscription_not_using_http_endpoints', 'sns_topics_kms_encryption_at_rest_enabled', 'cloudfront_distributions_https_enabled', 'cloudfront_distributions_field_level_encryption_enabled', 'cloudfront_distributions_using_deprecated_ssl_protocols', 'opensearch_service_domains_encryption_at_rest_enabled', 'opensearch_service_domains_https_communications_enforced', 'opensearch_service_domains_node_to_node_encryption_enabled', 'neptune_cluster_storage_encrypted', 'dynamodb_accelerator_cluster_encryption_enabled', 'dynamodb_tables_kms_cmk_encryption_enabled', 'storagegateway_fileshare_encryption_enabled', 'ecs_task_definitions_no_environment_secrets', 'directoryservice_radius_server_security_protocol', 'workspaces_volume_encryption_enabled', 'elb_insecure_ssl_ciphers', 'elb_ssl_listeners', 'sqs_queues_server_side_encryption_enabled', 'cloudtrail_kms_encryption_enabled', 'awslambda_function_no_secrets_in_code', 'awslambda_function_no_secrets_in_variables', 'eks_cluster_kms_cmk_encryption_in_secrets_enabled', 'kafka_cluster_mutual_tls_authentication_enabled', 'kafka_cluster_encryption_at_rest_uses_cmk', 'kafka_cluster_in_transit_encryption_enabled', 'autoscaling_find_secrets_ec2_launch_configuration', 'elbv2_insecure_ssl_ciphers', 'elbv2_ssl_listeners', 'backup_vaults_exist', 'backup_vaults_encrypted', 'cloudformation_stack_outputs_find_secrets', 'elasticache_redis_cluster_in_transit_encryption_enabled', 'elasticache_redis_cluster_rest_encryption_enabled', 'rds_instance_storage_encrypted', 'rds_snapshots_encrypted', 'rds_instance_transport_encrypted', 'apigateway_restapi_client_certificate_enabled', 'efs_encryption_at_rest_enabled', 'sagemaker_training_jobs_volume_and_output_encryption_enabled', 'sagemaker_training_jobs_intercontainer_encryption_enabled', 'sagemaker_notebook_instance_encryption_enabled', 'acm_certificates_with_secure_key_algorithms', 'athena_workgroup_enforce_configuration', 'athena_workgroup_encryption', 'ec2_instance_secrets_user_data', 'ec2_ebs_default_encryption', 'ec2_ebs_snapshots_encrypted', 'ec2_launch_template_no_secrets', 'ec2_ebs_volume_encryption']","['codebuild', 'glue', 'opensearch', 'sqs', 'cloudwatch', 'workspaces', 'ec2', 'eks', 'sns', 'elbv2', 'kafka', 'cloudformation', 'ssm', 'autoscaling', 'athena', 'awslambda', 'elasticache', 'efs', 'neptune', 'backup', 's3', 'ecs', 'elb', 'rds', 'documentdb', 'storagegateway', 'acm', 'dynamodb', 'directoryservice', 'sagemaker', 'apigateway', 'cloudtrail', 'cloudfront']",
kisa_isms_p_2023_korean_aws,kisa_isms_p_gen_001_2.7.2,2.7.2,암호키 관리,"암호키의 안전한 생성·이용·보관·배포·파기를 위한 관리 절차를 수립·이행하고, 필요 시 복구방안을 마련하여야 한다.",9,6,"['secretsmanager_automatic_rotation_enabled', 'kms_cmk_are_used', 'kms_key_not_publicly_accessible', 'kms_cmk_rotation_enabled', 'kms_cmk_not_deleted_unintentionally', 'cloudwatch_log_metric_filter_disable_or_scheduled_deletion_of_kms_cmk', 'directoryservice_ldap_certificate_expiration', 'rds_instance_certificate_expiration', 'acm_certificates_transparency_logs_enabled']","['secretsmanager', 'acm', 'cloudwatch', 'kms', 'directoryservice', 'rds']",
kisa_isms_p_2023_korean_aws,kisa_isms_p_gen_001_2.8.1,2.8.1,보안 요구사항 정의,"정보시스템의 도입·개발·변경 시 정보보호 및 개인정보보호 관련 법적 요구사항, 최신 보안취약점, 안전한 코딩방법 등 보안 요구사항을 정의하고 적용하여야 한다.",16,13,"['codebuild_project_no_secrets_in_variables', 'codebuild_project_user_controlled_buildspec', 'codebuild_project_source_repo_url_no_sensitive_credentials', 'macie_is_enabled', 'inspector2_is_enabled', 'config_recorder_all_regions_enabled', 'fms_policy_compliant', 'wafv2_webacl_logging_enabled', 'accessanalyzer_enabled', 'wellarchitected_workload_no_high_or_medium_risks', 'cloudtrail_cloudwatch_logging_enabled', 'networkfirewall_in_all_vpc', 'vpc_flow_logs_enabled', 'guardduty_is_enabled', 'guardduty_centrally_managed', 'securityhub_enabled']","['codebuild', 'config', 'cloudtrail', 'wellarchitected', 'wafv2', 'fms', 'networkfirewall', 'guardduty', 'macie', 'vpc', 'securityhub', 'inspector2', 'accessanalyzer']",
kisa_isms_p_2023_korean_aws,kisa_isms_p_gen_001_2.8.2,2.8.2,보안 요구사항 검토 및 시험,"사전 정의된 보안 요구사항에 따라 정보시스템이 도입 또는 구현되었는지를 검토하기 위하여 법적 요구사항 준수, 최신 보안취약점 점검, 안전한 코딩 구현, 개인정보 영향평가 등의 검토 기준과 절차를 수립·이행하고, 발견된 문제점에 대한 개선조치를 수행하여야 한다.",19,13,"['codebuild_project_no_secrets_in_variables', 'codebuild_project_user_controlled_buildspec', 'codebuild_project_source_repo_url_no_sensitive_credentials', 'macie_is_enabled', 'inspector2_is_enabled', 'inspector2_active_findings_exist', 'config_recorder_all_regions_enabled', 'fms_policy_compliant', 'wafv2_webacl_logging_enabled', 'accessanalyzer_enabled_without_findings', 'accessanalyzer_enabled', 'wellarchitected_workload_no_high_or_medium_risks', 'cloudtrail_cloudwatch_logging_enabled', 'networkfirewall_in_all_vpc', 'vpc_flow_logs_enabled', 'guardduty_no_high_severity_findings', 'guardduty_is_enabled', 'guardduty_centrally_managed', 'securityhub_enabled']","['codebuild', 'config', 'cloudtrail', 'wellarchitected', 'wafv2', 'fms', 'networkfirewall', 'guardduty', 'macie', 'vpc', 'securityhub', 'inspector2', 'accessanalyzer']",
kisa_isms_p_2023_korean_aws,kisa_isms_p_gen_001_2.8.5,2.8.5,소스 프로그램 관리,"소스 프로그램은 인가된 사용자만이 접근할 수 있도록 관리하고, 운영환경에 보관하지 않는 것을 원칙으로 하여야 한다.",2,2,"['ecr_repositories_not_publicly_accessible', 'codeartifact_packages_external_public_publishing_disabled']","['ecr', 'codeartifact']",
kisa_isms_p_2023_korean_aws,kisa_isms_p_gen_001_2.9.1,2.9.1,변경관리,"정보시스템 관련 자산의 모든 변경내역을 관리할 수 있도록 절차를 수립·이행하고, 변경 전 시스템의 성능 및 보안에 미치는 영향을 분석하여야 한다.",14,4,"['codebuild_project_older_90_days', 'cloudwatch_log_metric_filter_unauthorized_api_calls', 'cloudwatch_changes_to_network_route_tables_alarm_configured', 'cloudwatch_changes_to_network_gateways_alarm_configured', 'cloudwatch_log_metric_filter_for_s3_bucket_policy_changes', 'cloudwatch_log_metric_filter_and_alarm_for_cloudtrail_configuration_changes_enabled', 'cloudwatch_changes_to_vpcs_alarm_configured', 'cloudwatch_log_metric_filter_aws_organizations_changes', 'cloudwatch_log_metric_filter_security_group_changes', 'cloudwatch_changes_to_network_acls_alarm_configured', 'cloudwatch_log_metric_filter_policy_changes', 'cloudwatch_log_metric_filter_and_alarm_for_aws_config_configuration_changes_enabled', 'config_recorder_all_regions_enabled', 'cloudtrail_cloudwatch_logging_enabled']","['codebuild', 'cloudtrail', 'cloudwatch', 'config']",
kisa_isms_p_2023_korean_aws,kisa_isms_p_gen_001_2.9.2,2.9.2,성능 및 장애관리,"정보시스템의 가용성 보장을 위하여 성능 및 용량 요구사항을 정의하고 현황을 지속적으로 모니터링하여야 하며, 장애 발생 시 효과적으로 대응하기 위한 탐지·기록·분석·복구·보고 등의 절차를 수립·관리하여야 한다.",39,24,"['kms_cmk_not_deleted_unintentionally', 'cloudwatch_log_metric_filter_disable_or_scheduled_deletion_of_kms_cmk', 's3_bucket_no_mfa_delete', 's3_bucket_cross_region_replication', 'documentdb_cluster_cloudwatch_log_export', 'documentdb_cluster_deletion_protection', 'config_recorder_all_regions_enabled', 'cognito_user_pool_deletion_protection_enabled', 'neptune_cluster_multi_az', 'neptune_cluster_deletion_protection', 'directoryservice_directory_monitor_notifications', 'directoryservice_ldap_certificate_expiration', 'elb_is_in_multiple_az', 'elb_cross_zone_load_balancing_enabled', 'cloudtrail_bucket_requires_mfa_delete', 'cloudtrail_multi_region_enabled_logging_management_events', 'cloudtrail_multi_region_enabled', 'iam_no_expired_server_certificates_stored', 'networkfirewall_deletion_protection', 'kafka_cluster_enhanced_monitoring_enabled', 'vpc_subnet_different_az', 'trustedadvisor_premium_support_plan_subscribed', 'trustedadvisor_errors_and_warnings', 'dms_instance_multi_az_enabled', 'autoscaling_group_multiple_az', 'elbv2_is_in_multiple_az', 'elbv2_deletion_protection', 'cloudformation_stacks_termination_protection_enabled', 'elasticache_redis_cluster_multi_az_enabled', 'rds_instance_multi_az', 'rds_cluster_backtrack_enabled', 'rds_instance_enhanced_monitoring_enabled', 'rds_instance_deletion_protection', 'rds_instance_certificate_expiration', 'rds_cluster_deletion_protection', 'rds_cluster_multi_az', 'acm_certificates_expiration_check', 'route53_domains_transferlock_enabled', 'ec2_instance_detailed_monitoring_enabled']","['cloudwatch', 'kms', 'ec2', 'config', 'networkfirewall', 'elbv2', 'kafka', 'vpc', 'cloudformation', 'autoscaling', 'iam', 'elasticache', 'neptune', 's3', 'trustedadvisor', 'elb', 'dms', 'rds', 'documentdb', 'acm', 'directoryservice', 'cognito', 'route53', 'cloudtrail']",
kisa_isms_p_2023_korean_aws,kisa_isms_p_gen_001_2.9.3,2.9.3,백업 및 복구관리,"정보시스템의 가용성과 데이터 무결성을 유지하기 위하여 백업 대상, 주기, 방법, 보관장소, 보관기간, 소산 등의 절차를 수립·이행하여야 한다. 아울러 사고 발생 시 적시에 복구할 수 있도록 관리하여야 한다.",37,15,"['cloudwatch_log_group_retention_policy_specific_days_enabled', 's3_access_point_public_access_block', 's3_bucket_lifecycle_enabled', 's3_bucket_object_versioning', 's3_bucket_kms_encryption', 's3_bucket_public_write_acl', 's3_bucket_policy_public_write_access', 's3_bucket_public_access', 's3_bucket_public_list_acl', 's3_bucket_cross_region_replication', 's3_bucket_default_encryption', 'documentdb_cluster_backup_enabled', 'documentdb_cluster_public_snapshot', 'lightsail_instance_automated_snapshots', 'neptune_cluster_backup_enabled', 'neptune_cluster_public_snapshot', 'ecr_repositories_lifecycle_policy_enabled', 'dynamodb_tables_pitr_enabled', 'directoryservice_directory_snapshots_limit', 'redshift_cluster_automated_snapshot', 'dlm_ebs_snapshot_lifecycle_policy_exists', 'backup_reportplans_exist', 'backup_vaults_exist', 'backup_vaults_encrypted', 'backup_plans_exist', 'elasticache_redis_cluster_backup_enabled', 'rds_cluster_copy_tags_to_snapshots', 'rds_instance_copy_tags_to_snapshots', 'rds_cluster_backtrack_enabled', 'rds_snapshots_public_access', 'rds_instance_backup_enabled', 'efs_have_backup_enabled', 'ec2_ebs_snapshot_account_block_public_access', 'ec2_ebs_public_snapshot', 'ec2_ebs_volume_snapshots_exists', 'ec2_ebs_snapshots_encrypted', 'ec2_ami_public']","['documentdb', 'elasticache', 'efs', 'neptune', 'lightsail', 'dlm', 's3', 'backup', 'ecr', 'cloudwatch', 'dynamodb', 'ec2', 'directoryservice', 'redshift', 'rds']",
kisa_isms_p_2023_korean_aws,kisa_isms_p_gen_001_2.9.4,2.9.4,로그 및 접속기록 관리,"서버, 응용프로그램, 보안시스템, 네트워크시스템 등 정보시스템에 대한 사용자 접속기록, 시스템로그, 권한부여 내역 등의 로그유형, 보존기간, 보존방법 등을 정하고 위·변조, 도난, 분실되지 않도록 안전하게 보존·관리하여야 한다.",81,31,"['eventbridge_bus_exposed', 'eventbridge_bus_cross_account_access', 'eventbridge_schema_registry_cross_account_access', 'cloudwatch_log_metric_filter_unauthorized_api_calls', 'cloudwatch_changes_to_network_route_tables_alarm_configured', 'cloudwatch_changes_to_network_gateways_alarm_configured', 'cloudwatch_log_metric_filter_for_s3_bucket_policy_changes', 'cloudwatch_log_group_kms_encryption_enabled', 'cloudwatch_log_metric_filter_and_alarm_for_cloudtrail_configuration_changes_enabled', 'cloudwatch_cross_account_sharing_disabled', 'cloudwatch_log_group_retention_policy_specific_days_enabled', 'cloudwatch_changes_to_vpcs_alarm_configured', 'cloudwatch_log_group_no_secrets_in_logs', 'cloudwatch_log_metric_filter_aws_organizations_changes', 'cloudwatch_log_metric_filter_disable_or_scheduled_deletion_of_kms_cmk', 'cloudwatch_log_metric_filter_authentication_failures', 'cloudwatch_log_metric_filter_sign_in_without_mfa', 'cloudwatch_log_metric_filter_security_group_changes', 'cloudwatch_changes_to_network_acls_alarm_configured', 'cloudwatch_log_metric_filter_root_usage', 'cloudwatch_log_metric_filter_policy_changes', 'cloudwatch_log_metric_filter_and_alarm_for_aws_config_configuration_changes_enabled', 'glue_development_endpoints_cloudwatch_logs_encryption_enabled', 'glue_etl_jobs_cloudwatch_logs_encryption_enabled', 's3_access_point_public_access_block', 's3_bucket_server_access_logging_enabled', 's3_bucket_kms_encryption', 's3_bucket_public_write_acl', 's3_bucket_policy_public_write_access', 's3_bucket_public_access', 's3_bucket_public_list_acl', 's3_bucket_default_encryption', 's3_account_level_public_access_blocks', 's3_bucket_level_public_access_block', 'documentdb_cluster_cloudwatch_log_export', 'macie_is_enabled', 'inspector2_is_enabled', 'config_recorder_all_regions_enabled', 'cloudfront_distributions_logging_enabled', 'wafv2_webacl_logging_enabled', 'opensearch_service_domains_audit_logging_enabled', 'opensearch_service_domains_cloudwatch_logging_enabled', 'directoryservice_directory_log_forwarding_enabled', 'directoryservice_directory_monitor_notifications', 'elb_logging_enabled', 'redshift_cluster_audit_logging', 'cloudtrail_insights_exist', 'cloudtrail_logs_s3_bucket_access_logging_enabled', 'cloudtrail_logs_s3_bucket_is_not_publicly_accessible', 'cloudtrail_multi_region_enabled_logging_management_events', 'cloudtrail_s3_dataevents_read_enabled', 'cloudtrail_log_file_validation_enabled', 'cloudtrail_s3_dataevents_write_enabled', 'cloudtrail_cloudwatch_logging_enabled', 'cloudtrail_multi_region_enabled', 'awslambda_function_invoke_api_operations_cloudtrail_logging_enabled', 'iam_inline_policy_no_full_access_to_cloudtrail', 'iam_securityaudit_role_created', 'eks_control_plane_logging_all_types_enabled', 'apigatewayv2_api_access_logging_enabled', 'kafka_cluster_enhanced_monitoring_enabled', 'vpc_flow_logs_enabled', 'guardduty_is_enabled', 'guardduty_centrally_managed', 'trustedadvisor_premium_support_plan_subscribed', 'elbv2_logging_enabled', 'securityhub_enabled', 'rds_instance_enhanced_monitoring_enabled', 'rds_snapshots_public_access', 'rds_snapshots_encrypted', 'rds_instance_integration_cloudwatch_logs', 'apigateway_restapi_logging_enabled', 'efs_not_publicly_accessible', 'acm_certificates_transparency_logs_enabled', 'route53_public_hosted_zones_cloudwatch_logging_enabled', 'ec2_instance_detailed_monitoring_enabled', 'ec2_ebs_snapshot_account_block_public_access', 'ec2_instance_managed_by_ssm', 'ec2_ebs_public_snapshot', 'ec2_ebs_snapshots_encrypted', 'ec2_client_vpn_endpoint_connection_logging_enabled']","['glue', 'opensearch', 'wafv2', 'securityhub', 'cloudwatch', 'eventbridge', 'ec2', 'config', 'eks', 'elbv2', 'guardduty', 'kafka', 'vpc', 'iam', 'awslambda', 'redshift', 'efs', 'macie', 's3', 'trustedadvisor', 'elb', 'apigatewayv2', 'rds', 'documentdb', 'acm', 'directoryservice', 'inspector2', 'apigateway', 'route53', 'cloudtrail', 'cloudfront']",
kisa_isms_p_2023_korean_aws,kisa_isms_p_gen_001_2.9.5,2.9.5,로그 및 접속기록 점검,"정보시스템의 정상적인 사용을 보장하고 사용자 오·남용(비인가접속, 과다조회 등)을 방지하기 위하여 접근 및 사용에 대한 로그 검토기준을 수립하여 주기적으로 점검하며, 문제 발생 시 사후조치를 적시에 수행하여야 한다.",26,7,"['cloudwatch_log_metric_filter_unauthorized_api_calls', 'cloudwatch_changes_to_network_route_tables_alarm_configured', 'cloudwatch_changes_to_network_gateways_alarm_configured', 'cloudwatch_log_metric_filter_for_s3_bucket_policy_changes', 'cloudwatch_log_group_kms_encryption_enabled', 'cloudwatch_log_metric_filter_and_alarm_for_cloudtrail_configuration_changes_enabled', 'cloudwatch_cross_account_sharing_disabled', 'cloudwatch_log_group_retention_policy_specific_days_enabled', 'cloudwatch_changes_to_vpcs_alarm_configured', 'cloudwatch_log_group_no_secrets_in_logs', 'cloudwatch_log_metric_filter_aws_organizations_changes', 'cloudwatch_log_metric_filter_disable_or_scheduled_deletion_of_kms_cmk', 'cloudwatch_log_metric_filter_authentication_failures', 'cloudwatch_log_metric_filter_sign_in_without_mfa', 'cloudwatch_log_metric_filter_security_group_changes', 'cloudwatch_changes_to_network_acls_alarm_configured', 'cloudwatch_log_metric_filter_root_usage', 'cloudwatch_log_metric_filter_policy_changes', 'cloudwatch_log_metric_filter_and_alarm_for_aws_config_configuration_changes_enabled', 'inspector2_active_findings_exist', 'cognito_user_pool_client_prevent_user_existence_errors', 'accessanalyzer_enabled_without_findings', 'cloudtrail_insights_exist', 'cloudtrail_threat_detection_enumeration', 'guardduty_no_high_severity_findings', 'trustedadvisor_errors_and_warnings']","['guardduty', 'accessanalyzer', 'cloudwatch', 'trustedadvisor', 'cognito', 'inspector2', 'cloudtrail']",
kisa_isms_p_2023_korean_aws,kisa_isms_p_gen_001_2.10.1,2.10.1,보안시스템 운영,"보안시스템 유형별로 관리자 지정, 최신 정책 업데이트, 룰셋 변경, 이벤트 모니터링 등의 운영절차를 수립·이행하고 보안시스템별 정책적용 현황을 관리하여야 한다.",75,20,"['organizations_delegated_administrators', 'shield_advanced_protection_in_classic_load_balancers', 'shield_advanced_protection_in_route53_hosted_zones', 'shield_advanced_protection_in_cloudfront_distributions', 'shield_advanced_protection_in_global_accelerators', 'shield_advanced_protection_in_associated_elastic_ips', 'shield_advanced_protection_in_internet_facing_load_balancers', 'ssm_managed_compliant_patching', 'secretsmanager_automatic_rotation_enabled', 'kms_cmk_are_used', 'kms_key_not_publicly_accessible', 'kms_cmk_rotation_enabled', 'cloudwatch_log_metric_filter_authentication_failures', 'cloudwatch_log_metric_filter_sign_in_without_mfa', 'cloudwatch_log_metric_filter_security_group_changes', 'cloudwatch_changes_to_network_acls_alarm_configured', 'macie_is_enabled', 'inspector2_is_enabled', 'inspector2_active_findings_exist', 'config_recorder_all_regions_enabled', 'cognito_user_pool_waf_acl_attached', 'fms_policy_compliant', 'ssmincidents_enabled_with_plans', 'cloudfront_distributions_using_waf', 'wafv2_webacl_logging_enabled', 'guardduty_no_high_severity_findings', 'guardduty_is_enabled', 'guardduty_centrally_managed', 'trustedadvisor_errors_and_warnings', 'elbv2_waf_acl_attached', 'securityhub_enabled', 'apigateway_restapi_waf_acl_attached', 'ec2_instance_port_ldap_exposed_to_internet', 'ec2_securitygroup_allow_ingress_from_internet_to_any_port', 'ec2_instance_port_kerberos_exposed_to_internet', 'ec2_securitygroup_from_launch_wizard', 'ec2_securitygroup_not_used', 'ec2_securitygroup_allow_ingress_from_internet_to_tcp_port_cassandra_7199_9160_8888', 'ec2_securitygroup_default_restrict_traffic', 'ec2_instance_port_cifs_exposed_to_internet', 'ec2_instance_port_kafka_exposed_to_internet', 'ec2_securitygroup_allow_ingress_from_internet_to_tcp_port_oracle_1521_2483', 'ec2_instance_port_mysql_exposed_to_internet', 'ec2_securitygroup_allow_ingress_from_internet_to_tcp_port_kafka_9092', 'ec2_securitygroup_allow_ingress_from_internet_to_port_mongodb_27017_27018', 'ec2_instance_port_ssh_exposed_to_internet', 'ec2_securitygroup_allow_ingress_from_internet_to_tcp_port_postgres_5432', 'ec2_instance_port_rdp_exposed_to_internet', 'ec2_instance_internet_facing_with_instance_profile', 'ec2_securitygroup_allow_ingress_from_internet_to_tcp_port_redis_6379', 'ec2_securitygroup_allow_wide_open_public_ipv4', 'ec2_instance_port_cassandra_exposed_to_internet', 'ec2_securitygroup_allow_ingress_from_internet_to_tcp_port_telnet_23', 'ec2_securitygroup_allow_ingress_from_internet_to_tcp_port_sql_server_1433_1434', 'ec2_instance_port_memcached_exposed_to_internet', 'ec2_networkacl_allow_ingress_any_port', 'ec2_securitygroup_allow_ingress_from_internet_to_tcp_port_mysql_3306', 'ec2_networkacl_allow_ingress_tcp_port_3389', 'ec2_instance_port_postgresql_exposed_to_internet', 'ec2_securitygroup_allow_ingress_from_internet_to_tcp_ftp_port_20_21', 'ec2_securitygroup_with_many_ingress_egress_rules', 'ec2_instance_port_oracle_exposed_to_internet', 'ec2_securitygroup_allow_ingress_from_internet_to_tcp_port_elasticsearch_kibana_9200_9300_5601', 'ec2_securitygroup_allow_ingress_from_internet_to_tcp_port_22', 'ec2_instance_port_elasticsearch_kibana_exposed_to_internet', 'ec2_instance_port_redis_exposed_to_internet', 'ec2_securitygroup_allow_ingress_from_internet_to_tcp_port_3389', 'ec2_instance_port_sqlserver_exposed_to_internet', 'ec2_securitygroup_allow_ingress_from_internet_to_tcp_port_memcached_11211', 'ec2_instance_port_ftp_exposed_to_internet', 'ec2_networkacl_allow_ingress_tcp_port_22', 'ec2_instance_port_mongodb_exposed_to_internet', 'ec2_securitygroup_allow_ingress_from_internet_to_all_ports', 'ec2_securitygroup_allow_ingress_from_internet_to_high_risk_tcp_ports', 'ec2_instance_port_telnet_exposed_to_internet']","['wafv2', 'fms', 'inspector2', 'securityhub', 'cloudwatch', 'kms', 'ec2', 'config', 'elbv2', 'guardduty', 'ssmincidents', 'ssm', 'secretsmanager', 'macie', 'organizations', 'trustedadvisor', 'shield', 'cognito', 'apigateway', 'cloudfront']",
